seqnames	start	end	width	strand	gene_id	SYMBOL	gene_name	logFC	logCPM	F	PValue	FDR	mlog10PValue	simple_gene_name
chr19	10289952	10296778	6827	+	ENSG00000105376.5	ICAM5	ICAM5	-1	0.817	7.2	0.019	0.102	1.72	ICAM5
chr9	136975092	136981742	6651	+	ENSG00000107317.13	PTGDS	PTGDS	-1.24	2.44	7.2	0.019	0.102	1.72	PTGDS
chr2	27381195	27409591	28397	-	ENSG00000115241.11	PPM1G	PPM1G	0.227	6.93	7.2	0.019	0.102	1.72	PPM1G
chr9	128455186	128501292	46107	+	ENSG00000136811.17	ODF2	ODF2	0.527	5.69	7.2	0.019	0.102	1.72	ODF2
chr17	17246616	17281273	34658	-	ENSG00000141030.13	COPS3	COPS3	0.41	6	7.2	0.019	0.102	1.72	COPS3
chr1	31906421	31944856	38436	-	ENSG00000184007.22	PTP4A2	PTP4A2	0.334	7.88	7.2	0.019	0.102	1.72	PTP4A2
chr15	101621444	101652391	30948	-	ENSG00000184277.13	TM2D3	TM2D3	-0.362	4.28	7.2	0.019	0.102	1.72	TM2D3
chr7	66995173	67239514	244342	+	ENSG00000198874.14	TYW1	TYW1	0.3	4.65	7.21	0.019	0.102	1.72	TYW1
chr14	45115599	45135319	19721	-	ENSG00000100442.11	FKBP3	FKBP3	0.297	5.25	7.18	0.0191	0.103	1.72	FKBP3
chr20	25294742	25390835	96094	-	ENSG00000100997.20	ABHD12	ABHD12	-0.389	7.48	7.18	0.0191	0.103	1.72	ABHD12
chr1	184690237	184754907	64671	-	ENSG00000116406.20	EDEM3	EDEM3	0.399	6.18	7.19	0.0191	0.102	1.72	EDEM3
chr12	19404045	19720801	316757	+	ENSG00000139154.16	AEBP2	AEBP2	0.373	4.92	7.18	0.0191	0.103	1.72	AEBP2
chr19	47778677	47784686	6010	+	ENSG00000178980.16	SELENOW	SELENOW	-0.377	5.38	7.18	0.0191	0.103	1.72	SELENOW
chr3	131381671	131388830	7160	+	ENSG00000198585.12	NUDT16	NUDT16	-0.26	6.56	7.19	0.0191	0.102	1.72	NUDT16
chr20	34689097	34825651	136555	-	ENSG00000198646.14	NCOA6	NCOA6	0.335	6.54	7.19	0.0191	0.102	1.72	NCOA6
chr2	26764284	26781231	16948	+	ENSG00000213699.9	SLC35F6	SLC35F6	-0.407	5.98	7.19	0.0191	0.102	1.72	SLC35F6
chr19	4838341	4867694	29354	-	ENSG00000105355.9	PLIN3	PLIN3	-0.319	6.43	7.16	0.0192	0.103	1.72	PLIN3
chrY	12537650	12860839	323190	+	ENSG00000114374.13	USP9Y	USP9Y	0.329	6.31	7.18	0.0192	0.103	1.72	USP9Y
chr3	17157162	18444817	1287656	-	ENSG00000131374.15	TBC1D5	TBC1D5	0.246	7.05	7.17	0.0192	0.103	1.72	TBC1D5
chr3	152243828	152465780	221953	+	ENSG00000152601.18	MBNL1	MBNL1	0.406	8.01	7.18	0.0192	0.103	1.72	MBNL1
chr1	44808523	44815585	7063	+	ENSG00000222009.9	BTBD19	BTBD19	-0.393	4.8	7.17	0.0192	0.103	1.72	BTBD19
chr16	4510669	4538828	28160	-	ENSG00000089486.17	CDIP1	CDIP1	-0.376	5.77	7.16	0.0193	0.103	1.72	CDIP1
chr19	37551406	37614179	62774	+	ENSG00000171817.17	ZNF540	ZNF540	-1.48	0.628	7.16	0.0193	0.103	1.72	ZNF540
chr19	45692403	45703989	11587	+	ENSG00000011478.13	QPCTL	QPCTL	-0.361	3.62	7.14	0.0194	0.104	1.71	QPCTL
chr16	71859680	71895336	35657	-	ENSG00000102984.15	ZNF821	ZNF821	-0.493	3.05	7.14	0.0194	0.104	1.71	ZNF821
chr6	44809317	45377953	568637	-	ENSG00000196284.17	SUPT3H	SUPT3H	0.478	2.15	7.14	0.0194	0.104	1.71	SUPT3H
chr12	133080474	133107526	27053	+	ENSG00000196387.10	ZNF140	ZNF140	-0.377	3.78	7.14	0.0194	0.104	1.71	ZNF140
chr15	32615144	32639941	24798	+	ENSG00000198826.11	ARHGAP11A	ARHGAP11A	1.04	5.13	7.14	0.0194	0.104	1.71	ARHGAP11A
chr2	96112876	96116571	3696	-	ENSG00000274286.2	ADRA2B	ADRA2B	-1.2	-0.958	7.15	0.0194	0.103	1.71	ADRA2B
chr16	19501693	19522123	20431	-	ENSG00000006007.12	GDE1	GDE1	-0.319	6.71	7.13	0.0195	0.104	1.71	GDE1
chr10	110919367	111017307	97941	+	ENSG00000108061.13	SHOC2	SHOC2	0.325	5.76	7.13	0.0195	0.104	1.71	SHOC2
chr5	134648785	134727909	79125	+	ENSG00000113615.13	SEC24A	SEC24A	0.23	5.74	7.13	0.0195	0.104	1.71	SEC24A
chr5	151437046	151492379	55334	+	ENSG00000123643.13	SLC36A1	SLC36A1	-0.957	6.76	7.13	0.0195	0.104	1.71	SLC36A1
chr1	182789293	182830384	41092	+	ENSG00000135838.14	NPL	NPL	-0.918	7.07	7.13	0.0195	0.104	1.71	NPL
chr11	107502727	107565742	63016	-	ENSG00000137760.15	ALKBH8	ALKBH8	0.449	3.87	7.12	0.0195	0.104	1.71	ALKBH8
chr2	63119559	63827843	708285	-	ENSG00000143951.16	WDPCP	WDPCP	0.36	4.48	7.13	0.0195	0.104	1.71	WDPCP
chr3	12897043	13283281	386239	-	ENSG00000144711.17	IQSEC1	IQSEC1	-0.621	5.33	7.13	0.0195	0.104	1.71	IQSEC1
chr18	46104378	46128333	23956	+	ENSG00000152240.13	HAUS1	HAUS1	0.469	4.02	7.13	0.0195	0.104	1.71	HAUS1
chr21	36385392	36419015	33624	+	ENSG00000159259.8	CHAF1B	CHAF1B	0.887	2.91	7.12	0.0195	0.104	1.71	CHAF1B
chrX	72204657	72239027	34371	-	ENSG00000186871.7	ERCC6L	ERCC6L	1.4	2.11	7.13	0.0195	0.104	1.71	ERCC6L
chr16	89726683	89816977	90295	-	ENSG00000187741.16	FANCA	FANCA	0.935	4.21	7.12	0.0195	0.104	1.71	FANCA
chr1	52842511	52894998	52488	+	ENSG00000203995.10	ZYG11A	ZYG11A	0.716	0.952	7.13	0.0195	0.104	1.71	ZYG11A
chr2	108719482	108785810	66329	+	ENSG00000153201.17	RANBP2	RANBP2	0.289	8.42	7.11	0.0196	0.104	1.71	RANBP2
chr13	21348784	21459370	110587	-	ENSG00000180776.17	ZDHHC20	ZDHHC20	0.538	6.48	7.11	0.0196	0.104	1.71	ZDHHC20
chr20	35648925	35664956	16032	-	ENSG00000244462.8	RBM12	RBM12	0.272	6.85	7.11	0.0196	0.104	1.71	RBM12
chr19	16577642	16660115	82474	-	ENSG00000268790.5	NA	NA	2.95	-1.14	7.11	0.0196	0.104	1.71	ENSG00000268790.5
chr7	127588386	127591700	3315	+	ENSG00000004059.11	ARF5	ARF5	-0.305	6.01	7.1	0.0197	0.104	1.71	ARF5
chr7	140084746	140176983	92238	-	ENSG00000006459.11	KDM7A	KDM7A	-0.485	6.29	7.1	0.0197	0.104	1.71	KDM7A
chr16	5024844	5034141	9298	-	ENSG00000103174.13	NAGPA	NAGPA	-0.373	5.29	7.1	0.0197	0.104	1.71	NAGPA
chr18	54151606	54224669	73064	-	ENSG00000134046.12	MBD2	MBD2	0.321	5.84	7.1	0.0197	0.104	1.71	MBD2
chr4	169369704	169612632	242929	-	ENSG00000137601.18	NEK1	NEK1	0.357	4.53	7.09	0.0197	0.104	1.7	NEK1
chr19	54351384	54370558	19175	-	ENSG00000167613.16	LAIR1	LAIR1	-0.342	8.17	7.1	0.0197	0.104	1.71	LAIR1
chr2	110637528	110678063	40536	-	ENSG00000169679.15	BUB1	BUB1	0.933	4.91	7.09	0.0197	0.104	1.7	BUB1
chr1	22652762	22661637	8876	+	ENSG00000173369.18	C1QB	C1QB	-0.768	9.39	7.1	0.0197	0.104	1.71	C1QB
chrX	56563627	56567868	4242	+	ENSG00000188021.9	UBQLN2	UBQLN2	-0.268	5.55	7.1	0.0197	0.104	1.71	UBQLN2
chr17	43216941	43305397	88457	-	ENSG00000236383.9	CCDC200	CCDC200	-0.905	-0.415	7.09	0.0197	0.104	1.7	CCDC200
chr12	752579	911452	158874	+	ENSG00000060237.19	WNK1	WNK1	0.385	9.17	7.08	0.0198	0.104	1.7	WNK1
chr10	72367340	72626131	258792	-	ENSG00000107745.20	MICU1	MICU1	0.31	5.73	7.08	0.0198	0.104	1.7	MICU1
chr3	93980139	94055678	75540	+	ENSG00000169379.17	ARL13B	ARL13B	0.435	3.76	7.08	0.0198	0.104	1.7	ARL13B
chr4	16501541	16898678	397138	-	ENSG00000169744.13	LDB2	LDB2	1.23	3.53	7.09	0.0198	0.104	1.7	LDB2
chr12	122471599	122501073	29475	-	ENSG00000033030.15	ZCCHC8	ZCCHC8	0.332	6.05	7.06	0.0199	0.105	1.7	ZCCHC8
chr11	6448613	6474459	25847	-	ENSG00000110171.21	TRIM3	TRIM3	-0.418	3.36	7.07	0.0199	0.105	1.7	TRIM3
chr5	75336329	75364001	27673	+	ENSG00000113161.17	HMGCR	HMGCR	0.813	7.38	7.07	0.0199	0.105	1.7	HMGCR
chr3	180868141	180982753	114613	+	ENSG00000114416.19	FXR1	FXR1	0.273	6.78	7.07	0.0199	0.105	1.7	FXR1
chr17	70168673	70180044	11372	+	ENSG00000123700.5	KCNJ2	KCNJ2	-0.273	5.64	7.07	0.0199	0.105	1.7	KCNJ2
chr9	113221544	113264492	42949	+	ENSG00000136868.11	SLC31A1	SLC31A1	-0.302	7.76	7.07	0.0199	0.105	1.7	SLC31A1
chr14	64986895	65062652	75758	+	ENSG00000257365.8	FNTB	FNTB	-0.338	4.43	7.07	0.0199	0.105	1.7	FNTB
chr2	182716255	182794464	78210	+	ENSG00000077232.19	DNAJC10	DNAJC10	0.352	7.24	7.06	0.02	0.105	1.7	DNAJC10
chr20	56369389	56392337	22949	-	ENSG00000087586.18	AURKA	AURKA	0.624	4.89	7.06	0.02	0.105	1.7	AURKA
chr16	57462660	57472009	9350	+	ENSG00000102978.13	POLR2C	POLR2C	-0.304	5.28	7.06	0.02	0.105	1.7	POLR2C
chr12	104064531	104106524	41994	+	ENSG00000111727.12	HCFC2	HCFC2	0.328	4.14	7.06	0.02	0.105	1.7	HCFC2
chr5	138139770	138178953	39184	-	ENSG00000112983.18	BRD8	BRD8	0.449	5.41	7.06	0.02	0.105	1.7	BRD8
chr13	94601857	94634661	32805	+	ENSG00000152749.8	GPR180	GPR180	0.563	3.92	7.05	0.02	0.105	1.7	GPR180
chr3	49828601	49856574	27974	-	ENSG00000183763.9	TRAIP	TRAIP	0.958	2.1	7.05	0.02	0.105	1.7	TRAIP
chr17	44345246	44353106	7861	+	ENSG00000030582.18	GRN	GRN	-0.476	11	7.04	0.0201	0.105	1.7	GRN
chr14	95086228	95158010	71783	-	ENSG00000100697.17	DICER1	DICER1	0.428	7.44	7.04	0.0201	0.105	1.7	DICER1
chr19	49067397	49072699	5303	-	ENSG00000104848.2	KCNA7	KCNA7	-0.941	0.686	7.05	0.0201	0.105	1.7	KCNA7
chr3	50611520	50649291	37772	+	ENSG00000114738.11	MAPKAPK3	MAPKAPK3	-0.261	7.49	7.04	0.0201	0.105	1.7	MAPKAPK3
chr16	3024027	3027755	3729	+	ENSG00000131652.14	THOC6	THOC6	-0.311	4.94	7.04	0.0201	0.105	1.7	THOC6
chr19	12688053	12696631	8579	-	ENSG00000132004.13	FBXW9	FBXW9	-0.512	1.96	7.04	0.0201	0.105	1.7	FBXW9
chr19	11131520	11155807	24288	-	ENSG00000161888.12	SPC24	SPC24	0.941	3.31	7.04	0.0201	0.105	1.7	SPC24
chr1	157573747	157598085	24339	-	ENSG00000163518.11	FCRL4	FCRL4	0.988	0.824	7.04	0.0201	0.105	1.7	FCRL4
chr11	62646848	62653302	6455	-	ENSG00000185085.2	INTS5	INTS5	-0.357	4.42	7.04	0.0201	0.105	1.7	INTS5
chr17	51165435	51171744	6310	+	ENSG00000243678.12	NME2	NME2	-0.352	7.66	7.04	0.0201	0.105	1.7	NME2
chr12	133130575	133159465	28891	+	ENSG00000256223.6	ZNF10	ZNF10	-0.735	2.9	7.04	0.0201	0.105	1.7	ZNF10
chr22	28794555	28800597	6043	-	ENSG00000100219.17	XBP1	XBP1	-0.249	5.44	7.03	0.0202	0.105	1.7	XBP1
chr18	9136228	9285985	149758	+	ENSG00000101745.17	ANKRD12	ANKRD12	0.463	6.74	7.03	0.0202	0.105	1.7	ANKRD12
chr19	49659569	49665875	6307	-	ENSG00000126456.16	IRF3	IRF3	-0.329	5.91	7.03	0.0202	0.105	1.7	IRF3
chr11	63998558	64166113	167556	-	ENSG00000133315.12	MACROD1	MACROD1	-0.587	1.94	7.03	0.0202	0.105	1.69	MACROD1
chr9	73151865	73170393	18529	+	ENSG00000135046.14	ANXA1	ANXA1	0.548	5.64	7.03	0.0202	0.105	1.7	ANXA1
chr16	15434475	15625028	190554	+	ENSG00000166780.11	BMERB1	BMERB1	1.07	-0.0392	7.03	0.0202	0.105	1.69	BMERB1
chr5	149993118	150000654	7537	-	ENSG00000164296.7	TIGD6	TIGD6	-0.545	2.84	7.01	0.0203	0.106	1.69	TIGD6
chr17	8159149	8163546	4398	-	ENSG00000220205.9	VAMP2	VAMP2	-0.297	5.57	7.01	0.0203	0.106	1.69	VAMP2
chr17	27878314	27894752	16439	-	ENSG00000232859.10	LYRM9	LYRM9	-1.13	1.68	7.01	0.0203	0.106	1.69	LYRM9
chr6	116399395	116463696	64302	+	ENSG00000285446.1	NA	NA	1.05	2.61	7.02	0.0203	0.105	1.69	ENSG00000285446.1
chr18	76357682	76495242	137561	-	ENSG00000101493.11	ZNF516	ZNF516	-1.07	5.66	7.01	0.0204	0.106	1.69	ZNF516
chr17	27294076	27315926	21851	+	ENSG00000109046.15	WSB1	WSB1	-0.282	8.51	6.99	0.0204	0.106	1.69	WSB1
chr4	168216291	168318883	102593	-	ENSG00000137628.18	DDX60	DDX60	0.575	4.66	7	0.0204	0.106	1.69	DDX60
chr10	126905409	127452517	547109	+	ENSG00000150760.13	DOCK1	DOCK1	0.629	4.8	7	0.0204	0.106	1.69	DOCK1
chr8	66562175	66614247	52073	-	ENSG00000185697.17	MYBL1	MYBL1	1.28	0.913	7	0.0204	0.106	1.69	MYBL1
chr5	151212150	151270440	58291	+	ENSG00000196743.9	GM2A	GM2A	-0.877	10.3	7	0.0204	0.106	1.69	GM2A
chr12	21797389	21942543	145155	-	ENSG00000069431.14	ABCC9	ABCC9	0.588	2.73	6.99	0.0205	0.106	1.69	ABCC9
chr20	34546854	34560345	13492	+	ENSG00000101460.13	MAP1LC3A	MAP1LC3A	-0.668	2.67	6.98	0.0205	0.106	1.69	MAP1LC3A
chr2	95402708	95416616	13909	+	ENSG00000115042.10	FAHD2A	FAHD2A	-0.357	4.3	6.98	0.0205	0.106	1.69	FAHD2A
chr8	60678740	60868028	189289	+	ENSG00000171316.14	CHD7	CHD7	0.595	6.41	6.98	0.0205	0.106	1.69	CHD7
chr5	141259884	141320784	60901	-	ENSG00000178913.9	TAF7	TAF7	0.249	6.52	6.99	0.0205	0.106	1.69	TAF7
chr22	19479457	19520612	41156	+	ENSG00000093009.11	CDC45	CDC45	1.34	2.86	6.97	0.0206	0.106	1.69	CDC45
chr2	88027205	88064252	37048	-	ENSG00000172086.9	KRCC1	KRCC1	0.22	5	6.98	0.0206	0.106	1.69	KRCC1
chr1	159289714	159308224	18511	+	ENSG00000179639.11	FCER1A	FCER1A	-2.07	2.47	6.97	0.0206	0.106	1.69	FCER1A
chr9	97412096	97496125	84030	+	ENSG00000196116.8	TDRD7	TDRD7	0.534	5.35	6.98	0.0206	0.106	1.69	TDRD7
chr4	53286	88208	34923	+	ENSG00000272602.6	ZNF595	ZNF595	0.412	3.56	6.97	0.0206	0.107	1.69	ZNF595
chr22	24270817	24417739	146923	+	ENSG00000100014.20	SPECC1L	SPECC1L	0.44	6.42	6.96	0.0207	0.107	1.68	SPECC1L
chr5	58969038	60522120	1553083	-	ENSG00000113448.20	PDE4D	PDE4D	-1.39	1.04	6.96	0.0207	0.107	1.68	PDE4D
chr7	44999475	45076469	76995	+	ENSG00000136280.17	CCM2	CCM2	-0.258	5.8	6.96	0.0207	0.107	1.68	CCM2
chr9	127935099	127937854	2756	-	ENSG00000136908.18	DPM2	DPM2	-0.416	4.5	6.96	0.0207	0.107	1.68	DPM2
chr1	15409888	15430339	20452	+	ENSG00000142634.13	EFHD2	EFHD2	-0.271	7.69	6.96	0.0207	0.107	1.68	EFHD2
chr8	17224966	17246878	21913	-	ENSG00000198791.12	CNOT7	CNOT7	0.404	6.33	6.96	0.0207	0.107	1.68	CNOT7
chr5	141475947	141512977	37031	+	ENSG00000240184.7	PCDHGC3	PCDHGC3	-1.46	5.42	6.96	0.0207	0.107	1.68	PCDHGC3
chr20	35002404	35092807	90404	-	ENSG00000100991.12	TRPC4AP	TRPC4AP	-0.251	7.06	6.94	0.0208	0.107	1.68	TRPC4AP
chr6	41683978	41736259	52282	-	ENSG00000112561.19	TFEB	TFEB	-0.271	6.37	6.94	0.0208	0.107	1.68	TFEB
chr18	31622246	31685836	63591	-	ENSG00000118276.12	B4GALT6	B4GALT6	0.969	0.524	6.95	0.0208	0.107	1.68	B4GALT6
chr15	42942897	43106113	163217	-	ENSG00000159459.12	UBR1	UBR1	0.387	5.3	6.95	0.0208	0.107	1.68	UBR1
chr17	28725897	28743455	17559	+	ENSG00000160602.14	NEK8	NEK8	-0.528	2.83	6.95	0.0208	0.107	1.68	NEK8
chr22	50767501	50783667	16167	-	ENSG00000079974.19	RABL2B	RABL2B	-0.438	5.4	6.93	0.0209	0.107	1.68	RABL2B
chr19	38587641	38618882	31242	-	ENSG00000104814.13	MAP4K1	MAP4K1	0.996	1.56	6.93	0.0209	0.107	1.68	MAP4K1
chr3	131462212	131502983	40772	-	ENSG00000114686.9	MRPL3	MRPL3	0.294	5.73	6.94	0.0209	0.107	1.68	MRPL3
chr19	18374731	18389176	14446	+	ENSG00000130513.7	GDF15	GDF15	-1.74	0.487	6.93	0.0209	0.107	1.68	GDF15
chr1	67407810	67430415	22606	-	ENSG00000142864.15	SERBP1	SERBP1	0.32	8.3	6.93	0.0209	0.107	1.68	SERBP1
chr16	58059	76355	18297	-	ENSG00000007384.15	RHBDF1	RHBDF1	-3.24	-0.613	6.92	0.021	0.108	1.68	RHBDF1
chr15	72199029	72231819	32791	-	ENSG00000067225.21	PKM	PKM	0.253	10.2	6.92	0.021	0.108	1.68	PKM
chr1	93079235	93139079	59845	+	ENSG00000143033.18	MTF2	MTF2	0.357	5.57	6.92	0.021	0.108	1.68	MTF2
chrX	71107404	71112108	4705	-	ENSG00000147168.14	IL2RG	IL2RG	-0.73	3.65	6.92	0.021	0.108	1.68	IL2RG
chr19	5891276	5904006	12731	-	ENSG00000174886.14	NDUFA11	NDUFA11	-0.317	5.82	6.92	0.021	0.108	1.68	NDUFA11
chr19	57876765	57916591	39827	-	ENSG00000269476.1	NA	NA	-2.45	-0.5	6.91	0.021	0.108	1.68	ENSG00000269476.1
chr22	46576012	46679790	103779	+	ENSG00000075240.17	GRAMD4	GRAMD4	-0.369	7.19	6.9	0.0211	0.108	1.68	GRAMD4
chr11	62337448	62393412	55965	+	ENSG00000162174.12	ASRGL1	ASRGL1	-0.465	5.32	6.91	0.0211	0.108	1.68	ASRGL1
chr15	43746394	43773279	26886	+	ENSG00000167004.14	PDIA3	PDIA3	0.293	8.65	6.91	0.0211	0.108	1.68	PDIA3
chr3	129555214	129606676	51463	-	ENSG00000004399.13	PLXND1	PLXND1	-0.678	7.44	6.89	0.0212	0.108	1.67	PLXND1
chr1	16246840	16352480	105641	-	ENSG00000037637.11	FBXO42	FBXO42	-0.399	5.62	6.9	0.0212	0.108	1.67	FBXO42
chr22	43923792	43964488	40697	+	ENSG00000100344.11	PNPLA3	PNPLA3	0.376	5.05	6.89	0.0212	0.108	1.67	PNPLA3
chr17	69414697	69553865	139169	+	ENSG00000108984.15	MAP2K6	MAP2K6	1.01	4.35	6.89	0.0212	0.108	1.67	MAP2K6
chr5	33440696	33468091	27396	+	ENSG00000113407.14	TARS1	TARS1	0.283	7.08	6.89	0.0212	0.108	1.67	TARS1
chr16	69311350	69326939	15590	+	ENSG00000132612.16	VPS4A	VPS4A	-0.277	5.42	6.9	0.0212	0.108	1.67	VPS4A
chr1	149903318	149917844	14527	-	ENSG00000159164.10	SV2A	SV2A	1.44	0.76	6.9	0.0212	0.108	1.67	SV2A
chr10	71319259	71381423	62165	+	ENSG00000198246.10	SLC29A3	SLC29A3	-0.313	6.15	6.9	0.0212	0.108	1.67	SLC29A3
chr1	46246461	46278480	32020	+	ENSG00000085999.13	RAD54L	RAD54L	1.42	2.59	6.88	0.0213	0.108	1.67	RAD54L
chr14	100238298	100282788	44491	+	ENSG00000100811.15	YY1	YY1	0.378	6.9	6.88	0.0213	0.108	1.67	YY1
chr20	63895126	63936031	40906	+	ENSG00000101152.12	DNAJC5	DNAJC5	-0.279	7.62	6.87	0.0213	0.108	1.67	DNAJC5
chr16	1444934	1475077	30144	-	ENSG00000103249.19	CLCN7	CLCN7	-0.417	7.73	6.88	0.0213	0.108	1.67	CLCN7
chr7	44072062	44082530	10469	-	ENSG00000122678.17	POLM	POLM	-0.313	4.64	6.88	0.0213	0.108	1.67	POLM
chr8	42896946	43030535	133590	+	ENSG00000168172.9	HOOK3	HOOK3	0.681	7.13	6.88	0.0213	0.108	1.67	HOOK3
chr4	186526792	186555567	28776	-	ENSG00000168412.7	MTNR1A	MTNR1A	0.525	3.81	6.88	0.0213	0.108	1.67	MTNR1A
chr9	91563091	91950228	387138	-	ENSG00000169071.15	ROR2	ROR2	-1.27	2.05	6.89	0.0213	0.108	1.67	ROR2
chr15	75647912	75662301	14390	+	ENSG00000173548.9	SNX33	SNX33	-0.456	4.98	6.88	0.0213	0.108	1.67	SNX33
chr11	114059041	114256765	197725	+	ENSG00000109906.15	ZBTB16	ZBTB16	1.68	1.84	6.86	0.0214	0.109	1.67	ZBTB16
chr20	31870634	31945000	74367	+	ENSG00000131044.19	TTLL9	TTLL9	-1.76	-0.603	6.86	0.0214	0.109	1.67	TTLL9
chr3	10026370	10101932	75563	+	ENSG00000144554.13	FANCD2	FANCD2	0.419	5.21	6.87	0.0214	0.108	1.67	FANCD2
chr8	103414714	103443453	28740	+	ENSG00000164934.14	DCAF13	DCAF13	0.383	4.93	6.86	0.0214	0.109	1.67	DCAF13
chr17	65528563	65561648	33086	-	ENSG00000168646.14	AXIN2	AXIN2	-1.49	-0.858	6.86	0.0214	0.109	1.67	AXIN2
chr11	19117099	19176422	59324	+	ENSG00000177054.14	ZDHHC13	ZDHHC13	0.316	3.42	6.87	0.0214	0.108	1.67	ZDHHC13
chr5	146203550	146339251	135702	+	ENSG00000275740.1	RBM27	RBM27	0.672	3.83	6.87	0.0214	0.108	1.67	RBM27
chr1	22636506	22644067	7562	+	ENSG00000289692.1	NA	NA	-0.749	7.71	6.87	0.0214	0.108	1.67	ENSG00000289692.1
chr20	36996349	37095997	99649	-	ENSG00000080839.12	RBL1	RBL1	0.859	4.63	6.86	0.0215	0.109	1.67	RBL1
chr14	50857891	50944483	86593	-	ENSG00000100504.17	PYGL	PYGL	-0.315	6.07	6.86	0.0215	0.109	1.67	PYGL
chr7	133253073	134066589	813517	+	ENSG00000131558.15	EXOC4	EXOC4	0.216	6.1	6.85	0.0215	0.109	1.67	EXOC4
chr8	37762595	37779768	17174	+	ENSG00000147471.12	PLPBP	PLPBP	-0.348	5.11	6.86	0.0215	0.109	1.67	PLPBP
chr7	48088628	48108736	20109	+	ENSG00000183696.14	UPP1	UPP1	-0.436	3.46	6.85	0.0215	0.109	1.67	UPP1
chr12	132144457	132152473	8017	+	ENSG00000184967.7	NOC4L	NOC4L	-0.427	3.82	6.86	0.0215	0.109	1.67	NOC4L
chr6	143494812	143511720	16909	-	ENSG00000001036.14	FUCA2	FUCA2	-0.28	6.52	6.85	0.0216	0.109	1.67	FUCA2
chr16	5033702	5087379	53678	+	ENSG00000033011.14	ALG1	ALG1	-0.272	5.18	6.84	0.0216	0.109	1.67	ALG1
chr14	50237563	50312229	74667	-	ENSG00000087299.12	L2HGDH	L2HGDH	0.346	4.62	6.84	0.0216	0.109	1.67	L2HGDH
chrX	150766336	150898816	132481	-	ENSG00000102181.21	CD99L2	CD99L2	-0.265	5.77	6.84	0.0216	0.109	1.66	CD99L2
chr19	11342776	11346518	3743	-	ENSG00000105518.14	TMEM205	TMEM205	-0.564	3.19	6.84	0.0216	0.109	1.67	TMEM205
chr10	74151202	74709963	558762	+	ENSG00000156110.15	ADK	ADK	-0.363	4.65	6.84	0.0216	0.109	1.67	ADK
chr2	74557883	74648338	90456	-	ENSG00000159374.18	M1AP	M1AP	-0.923	2.08	6.84	0.0216	0.109	1.66	M1AP
chr17	43527844	43579620	51777	-	ENSG00000175832.13	ETV4	ETV4	1.86	-0.169	6.84	0.0216	0.109	1.66	ETV4
chr14	105300563	105398147	97585	+	ENSG00000179364.15	PACS2	PACS2	-0.196	6.14	6.84	0.0216	0.109	1.66	PACS2
chr2	162267074	162318684	51611	-	ENSG00000115267.10	IFIH1	IFIH1	0.424	5.16	6.83	0.0217	0.109	1.66	IFIH1
chr1	111483348	111563962	80615	-	ENSG00000121933.19	TMIGD3	TMIGD3	-0.333	7.7	6.83	0.0217	0.109	1.66	TMIGD3
chr11	32829927	32858120	28194	+	ENSG00000135378.4	PRRG4	PRRG4	0.654	2.73	6.83	0.0217	0.109	1.66	PRRG4
chr15	89834308	89912882	78575	-	ENSG00000250021.7	ARPIN-AP3S2	ARPIN-AP3S2	0.656	4.83	6.83	0.0217	0.109	1.66	ARPIN-AP3S2
chr15	40323692	40326715	3024	+	ENSG00000259330.3	INAFM2	INAFM2	-0.318	6.35	6.83	0.0217	0.109	1.66	INAFM2
chr17	8150816	8162975	12160	-	ENSG00000263620.1	NA	NA	-1.29	0.865	6.83	0.0217	0.109	1.66	ENSG00000263620.1
chr16	71929538	72000402	70865	-	ENSG00000277481.2	PKD1L3	PKD1L3	-1.75	-1.11	6.83	0.0217	0.109	1.66	PKD1L3
chr19	48872212	48876059	3848	+	ENSG00000087074.9	PPP1R15A	PPP1R15A	-0.655	5.57	6.81	0.0218	0.109	1.66	PPP1R15A
chr18	158383	214629	56247	+	ENSG00000101557.15	USP14	USP14	0.328	5.79	6.82	0.0218	0.109	1.66	USP14
chr4	177309874	177362936	53063	+	ENSG00000109674.4	NEIL3	NEIL3	1	1.66	6.82	0.0218	0.109	1.66	NEIL3
chr1	67685201	67688334	3134	+	ENSG00000116717.13	GADD45A	GADD45A	0.695	2.01	6.82	0.0218	0.109	1.66	GADD45A
chr8	103298433	103332866	34434	+	ENSG00000164930.12	FZD6	FZD6	1.25	-0.21	6.81	0.0218	0.109	1.66	FZD6
chr4	16160505	16227410	66906	-	ENSG00000169762.17	TAPT1	TAPT1	0.573	4.88	6.81	0.0218	0.109	1.66	TAPT1
chr12	6199715	6238271	38557	+	ENSG00000010278.15	CD9	CD9	-0.812	7.45	6.81	0.0219	0.109	1.66	CD9
chr12	98645290	98735433	90144	+	ENSG00000120868.14	APAF1	APAF1	0.726	7.3	6.8	0.0219	0.11	1.66	APAF1
chr17	47831634	47837719	6086	+	ENSG00000141294.10	LRRC46	LRRC46	0.866	0.373	6.81	0.0219	0.109	1.66	LRRC46
chr1	153959099	153968184	9086	-	ENSG00000143570.19	SLC39A1	SLC39A1	-0.433	7.19	6.8	0.0219	0.11	1.66	SLC39A1
chr3	54122547	55074557	952011	+	ENSG00000157445.15	CACNA2D3	CACNA2D3	0.818	-0.0415	6.8	0.0219	0.11	1.66	CACNA2D3
