seqnames	start	end	width	strand	gene_id	SYMBOL	gene_name	logFC	logCPM	F	PValue	FDR	mlog10PValue	simple_gene_name
chr11	62856004	62888880	32877	+	ENSG00000168003.19	SLC3A2	SLC3A2	-0.396	6.67	4.15	0.0628	0.263	1.2	SLC3A2
chr12	39550033	39619803	69771	-	ENSG00000173208.4	ABCD2	ABCD2	1.41	0.0685	4.15	0.063	0.264	1.2	ABCD2
chr2	27042364	27070622	28259	+	ENSG00000084693.16	AGBL5	AGBL5	-0.322	3.56	4.14	0.0631	0.264	1.2	AGBL5
chr5	146447311	146511961	64651	+	ENSG00000113649.13	TCERG1	TCERG1	0.182	6.38	4.14	0.0631	0.264	1.2	TCERG1
chr13	38349849	38363619	13771	+	ENSG00000120686.12	UFM1	UFM1	-0.304	5.88	4.14	0.0631	0.264	1.2	UFM1
chr7	73302516	73308826	6311	-	ENSG00000130305.17	NSUN5	NSUN5	0.282	5.45	4.14	0.0631	0.264	1.2	NSUN5
chr15	83107572	83144854	37283	+	ENSG00000136404.16	TM6SF1	TM6SF1	-0.265	6.84	4.14	0.0631	0.264	1.2	TM6SF1
chr3	149129638	149173732	44095	+	ENSG00000163755.9	HPS3	HPS3	-0.21	7.3	4.14	0.0631	0.264	1.2	HPS3
chr18	8705556	8832778	127223	+	ENSG00000168502.18	MTCL1	MTCL1	-1.12	3.35	4.14	0.0631	0.264	1.2	MTCL1
chr11	86201212	86278813	77602	+	ENSG00000074266.23	EED	EED	0.377	4.84	4.14	0.0632	0.264	1.2	EED
chr1	37692481	37709719	17239	+	ENSG00000134690.11	CDCA8	CDCA8	0.742	4.13	4.14	0.0632	0.264	1.2	CDCA8
chr13	75620434	75859870	239437	+	ENSG00000136153.20	LMO7	LMO7	0.449	5.74	4.14	0.0633	0.264	1.2	LMO7
chr1	95117923	95247225	129303	+	ENSG00000271092.5	TLCD4-RWDD3	TLCD4-RWDD3	0.909	-0.505	4.13	0.0633	0.265	1.2	TLCD4-RWDD3
chr1	40620680	40665682	45003	-	ENSG00000117016.10	RIMS3	RIMS3	-0.475	3.62	4.13	0.0634	0.265	1.2	RIMS3
chr5	140834248	141012347	178100	+	ENSG00000204963.6	PCDHA7	PCDHA7	1.34	-1.52	4.13	0.0634	0.265	1.2	PCDHA7
chr17	42700275	42745049	44775	-	ENSG00000108799.13	EZH1	EZH1	-0.299	5.7	4.13	0.0635	0.265	1.2	EZH1
chr2	9843443	9934416	90974	+	ENSG00000115750.17	TAF1B	TAF1B	0.499	3.58	4.13	0.0635	0.265	1.2	TAF1B
chr9	137007234	137028915	21682	-	ENSG00000107331.18	ABCA2	ABCA2	0.424	5.61	4.12	0.0636	0.265	1.2	ABCA2
chr19	54102728	54109257	6530	+	ENSG00000170906.16	NDUFA3	NDUFA3	-0.416	4.93	4.12	0.0636	0.265	1.2	NDUFA3
chr11	842812	867116	24305	+	ENSG00000214063.12	TSPAN4	TSPAN4	-0.814	3.2	4.13	0.0636	0.265	1.2	TSPAN4
chr1	243256034	243500091	244058	+	ENSG00000054282.16	SDCCAG8	SDCCAG8	0.227	5.74	4.12	0.0637	0.265	1.2	SDCCAG8
chr20	51386957	51562831	175875	-	ENSG00000101096.20	NFATC2	NFATC2	0.289	7.25	4.12	0.0637	0.265	1.2	NFATC2
chr17	69414697	69553865	139169	+	ENSG00000108984.15	MAP2K6	MAP2K6	0.791	4.35	4.12	0.0637	0.265	1.2	MAP2K6
chr10	89701590	89774939	73350	+	ENSG00000138182.15	KIF20B	KIF20B	0.668	4.91	4.12	0.0637	0.265	1.2	KIF20B
chr22	37658723	37666932	8210	+	ENSG00000241360.2	PDXP	PDXP	-1.28	2.68	4.12	0.0637	0.265	1.2	PDXP
chrX	103628704	103630953	2250	+	ENSG00000172465.14	TCEAL1	TCEAL1	-0.27	4.63	4.12	0.0638	0.265	1.2	TCEAL1
chr18	59327823	59359265	31443	-	ENSG00000074695.6	LMAN1	LMAN1	0.187	6.53	4.11	0.0639	0.266	1.19	LMAN1
chr1	93079235	93139079	59845	+	ENSG00000143033.18	MTF2	MTF2	0.276	5.57	4.11	0.0639	0.266	1.19	MTF2
chr10	102918294	103090222	171929	+	ENSG00000148842.18	CNNM2	CNNM2	-0.333	4.1	4.11	0.0639	0.266	1.19	CNNM2
chr16	1363205	1414751	51547	-	ENSG00000059145.19	UNKL	UNKL	0.527	4.23	4.11	0.064	0.266	1.19	UNKL
chr1	43946950	43968022	21073	+	ENSG00000117408.11	IPO13	IPO13	-0.347	5.57	4.11	0.064	0.266	1.19	IPO13
chr9	82979590	83063177	83588	-	ENSG00000165105.10	RASEF	RASEF	0.438	3.44	4.11	0.064	0.266	1.19	RASEF
chr1	155135344	155138857	3514	+	ENSG00000169241.19	SLC50A1	SLC50A1	0.182	5.44	4.11	0.064	0.266	1.19	SLC50A1
chr3	27372721	27484420	111700	-	ENSG00000033867.17	SLC4A7	SLC4A7	0.486	6.73	4.11	0.0641	0.266	1.19	SLC4A7
chr14	77335029	77377094	42066	-	ENSG00000100580.8	TMED8	TMED8	0.266	6.03	4.11	0.0641	0.266	1.19	TMED8
chr17	63819433	63830012	10580	-	ENSG00000108592.17	FTSJ3	FTSJ3	0.208	5.95	4.11	0.0641	0.266	1.19	FTSJ3
chr12	50979401	51028566	49166	-	ENSG00000110911.17	SLC11A2	SLC11A2	-0.496	7.23	4.11	0.0641	0.266	1.19	SLC11A2
chr7	5526409	5563902	37494	-	ENSG00000075624.17	ACTB	ACTB	0.395	12.6	4.1	0.0642	0.266	1.19	ACTB
chr2	97113153	97264521	151369	+	ENSG00000135976.21	ANKRD36	ANKRD36	0.41	4.18	4.1	0.0642	0.266	1.19	ANKRD36
chr12	118063593	118136026	72434	-	ENSG00000176834.14	VSIG10	VSIG10	0.52	3.13	4.1	0.0642	0.266	1.19	VSIG10
chrX	20149911	20267519	117609	-	ENSG00000177189.14	RPS6KA3	RPS6KA3	0.419	8.28	4.1	0.0642	0.266	1.19	RPS6KA3
chr1	26432282	26471306	39025	+	ENSG00000117682.18	DHDDS	DHDDS	-0.379	5.41	4.1	0.0643	0.266	1.19	DHDDS
chr16	16379140	16393972	14833	+	ENSG00000214967.6	NPIPA7	NPIPA7	0.331	3.86	4.1	0.0643	0.266	1.19	NPIPA7
chr9	120600811	120714470	113660	-	ENSG00000106780.9	MEGF9	MEGF9	0.452	4.85	4.09	0.0644	0.266	1.19	MEGF9
chr13	21153595	21176552	22958	-	ENSG00000165480.16	SKA3	SKA3	0.886	2.77	4.1	0.0644	0.266	1.19	SKA3
chr9	111631386	111670229	38844	+	ENSG00000244115.1	DNAJC25-GNG10	DNAJC25-GNG10	0.515	2.23	4.1	0.0644	0.266	1.19	DNAJC25-GNG10
chr1	36136570	36156053	19484	-	ENSG00000054116.12	TRAPPC3	TRAPPC3	-0.385	5.88	4.09	0.0645	0.267	1.19	TRAPPC3
chr15	63276018	63309126	33109	+	ENSG00000138613.14	APH1B	APH1B	-0.281	5.27	4.09	0.0645	0.267	1.19	APH1B
chr2	151832771	152099167	266397	-	ENSG00000182389.20	CACNB4	CACNB4	-0.477	2.35	4.09	0.0645	0.266	1.19	CACNB4
chr6	31620715	31637771	17057	+	ENSG00000204469.13	PRRC2A	PRRC2A	0.357	8.97	4.09	0.0645	0.267	1.19	PRRC2A
chr13	24680408	24712472	32065	+	ENSG00000075673.12	ATP12A	ATP12A	1.45	-0.913	4.08	0.0647	0.267	1.19	ATP12A
chr5	173607145	173616659	9515	-	ENSG00000145919.11	BOD1	BOD1	-0.435	4	4.09	0.0647	0.267	1.19	BOD1
chr14	67447084	67533739	86656	-	ENSG00000198133.9	TMEM229B	TMEM229B	0.782	4.12	4.09	0.0647	0.267	1.19	TMEM229B
chr4	109560209	109688719	128511	+	ENSG00000005059.16	MCUB	MCUB	0.582	3.64	4.08	0.0648	0.267	1.19	MCUB
chr3	101827991	101861022	33032	+	ENSG00000144802.11	NFKBIZ	NFKBIZ	0.372	6.22	4.08	0.0648	0.267	1.19	NFKBIZ
chr5	71455651	71567820	112170	+	ENSG00000145734.20	BDP1	BDP1	0.372	6.33	4.08	0.0648	0.267	1.19	BDP1
chr7	100154420	100158723	4304	-	ENSG00000146826.17	TRAPPC14	TRAPPC14	-0.208	5.75	4.08	0.0648	0.267	1.19	TRAPPC14
chr2	111119378	111168445	49068	+	ENSG00000153094.24	BCL2L11	BCL2L11	-0.375	4.38	4.08	0.0648	0.267	1.19	BCL2L11
chr6	46687875	46704319	16445	+	ENSG00000180113.16	TDRD6	TDRD6	-2.21	0.293	4.08	0.0648	0.267	1.19	TDRD6
chr14	35122549	35317474	194926	+	ENSG00000258790.1	PRORP	PRORP	-0.481	4.52	4.08	0.0648	0.267	1.19	PRORP
chr19	46410329	46413564	3236	-	ENSG00000169515.9	CCDC8	CCDC8	-0.595	1.62	4.08	0.0649	0.267	1.19	CCDC8
chr9	75890644	76362975	472332	+	ENSG00000099139.14	PCSK5	PCSK5	-0.514	3.2	4.07	0.065	0.267	1.19	PCSK5
chr19	57819721	57846238	26518	+	ENSG00000269343.9	ZNF587B	ZNF587B	-0.338	4.27	4.07	0.065	0.267	1.19	ZNF587B
chr2	144364364	144521057	156694	-	ENSG00000169554.23	ZEB2	ZEB2	-0.332	7.76	4.07	0.0651	0.268	1.19	ZEB2
chr19	53066606	53103434	36829	-	ENSG00000170949.18	ZNF160	ZNF160	-0.207	5.11	4.07	0.0651	0.268	1.19	ZNF160
chr2	135531455	135725270	193816	+	ENSG00000048991.17	R3HDM1	R3HDM1	0.483	5.76	4.07	0.0652	0.268	1.19	R3HDM1
chr20	35172072	35216240	44169	+	ENSG00000101000.6	PROCR	PROCR	0.315	4.9	4.07	0.0652	0.268	1.19	PROCR
chr17	50543058	50555852	12795	+	ENSG00000006282.21	SPATA20	SPATA20	-0.258	5.47	4.06	0.0653	0.268	1.18	SPATA20
chr2	27217369	27243943	26575	+	ENSG00000084774.14	CAD	CAD	0.284	6.77	4.06	0.0653	0.268	1.19	CAD
chr1	207034366	207081024	46659	+	ENSG00000123836.15	PFKFB2	PFKFB2	-0.216	6.63	4.06	0.0653	0.268	1.19	PFKFB2
chr20	36751791	36773818	22028	-	ENSG00000149636.16	DSN1	DSN1	0.327	3.56	4.07	0.0653	0.268	1.19	DSN1
chr12	106583004	106762803	179800	+	ENSG00000111783.13	RFX4	RFX4	-1.64	0.309	4.06	0.0654	0.268	1.18	RFX4
chr18	57600656	57622213	21558	-	ENSG00000134440.12	NARS1	NARS1	-0.411	7.79	4.06	0.0654	0.268	1.18	NARS1
chr11	134253548	134265855	12308	+	ENSG00000151498.12	ACAD8	ACAD8	-0.215	4.61	4.06	0.0654	0.268	1.18	ACAD8
chr10	102106489	102120368	13880	-	ENSG00000198728.11	LDB1	LDB1	-0.216	7.15	4.06	0.0654	0.268	1.18	LDB1
chr22	38818452	38844028	25577	-	ENSG00000221890.6	NPTXR	NPTXR	0.582	1.7	4.06	0.0654	0.268	1.18	NPTXR
chr3	38039205	38124025	84821	+	ENSG00000008226.20	DLEC1	DLEC1	-1.13	0.0563	4.06	0.0655	0.268	1.18	DLEC1
chr17	28577565	28599025	21461	-	ENSG00000076382.17	SPAG5	SPAG5	0.738	5.23	4.06	0.0655	0.268	1.18	SPAG5
chr9	120932987	121075195	142209	-	ENSG00000106804.10	C5	C5	0.447	3.12	4.05	0.0656	0.268	1.18	C5
chr15	78624111	78727754	103644	-	ENSG00000117971.12	CHRNB4	CHRNB4	0.836	0.244	4.05	0.0656	0.268	1.18	CHRNB4
chr4	15002481	15070153	67673	+	ENSG00000137449.17	CPEB2	CPEB2	-0.517	4.29	4.05	0.0656	0.268	1.18	CPEB2
chr3	125528858	125595497	66640	-	ENSG00000144909.8	OSBPL11	OSBPL11	0.292	6.96	4.05	0.0656	0.268	1.18	OSBPL11
chr14	52639915	52695900	55986	-	ENSG00000197930.13	ERO1A	ERO1A	0.392	6.78	4.06	0.0656	0.268	1.18	ERO1A
chr20	34280268	34311802	31535	-	ENSG00000101444.13	AHCY	AHCY	-0.239	7.13	4.05	0.0657	0.268	1.18	AHCY
chr12	57234903	57240715	5813	-	ENSG00000185633.11	NDUFA4L2	NDUFA4L2	1.21	-0.755	4.05	0.0657	0.268	1.18	NDUFA4L2
chr15	41848146	41894053	45908	-	ENSG00000137877.10	SPTBN5	SPTBN5	0.561	2.04	4.05	0.0658	0.269	1.18	SPTBN5
chr3	101779177	101843743	64567	+	ENSG00000144815.18	NXPE3	NXPE3	0.232	5.37	4.05	0.0658	0.269	1.18	NXPE3
chr2	57907629	58159920	252292	+	ENSG00000028116.18	VRK2	VRK2	0.283	4.1	4.04	0.066	0.269	1.18	VRK2
chr17	76038775	76072517	33743	-	ENSG00000167881.15	SRP68	SRP68	-0.705	6.06	4.04	0.066	0.269	1.18	SRP68
chr20	32358330	32439319	80990	+	ENSG00000171456.21	ASXL1	ASXL1	0.304	6.43	4.04	0.066	0.269	1.18	ASXL1
chr17	3565444	3609411	43968	-	ENSG00000196689.13	TRPV1	TRPV1	0.278	4.21	4.04	0.066	0.269	1.18	TRPV1
chrM	10470	10766	297	+	ENSG00000212907.2	ND4L	ND4L	-0.435	10	4.04	0.066	0.269	1.18	ND4L
chr11	5689610	5737089	47480	+	ENSG00000132274.17	TRIM22	TRIM22	0.192	7.47	4.04	0.0661	0.269	1.18	TRIM22
chr16	18781295	18790383	9089	-	ENSG00000134419.15	RPS15A	RPS15A	-0.217	8.71	4.04	0.0662	0.27	1.18	RPS15A
chr10	84194537	84219621	25085	+	ENSG00000148600.15	CDHR1	CDHR1	-2.84	0.462	4.03	0.0662	0.27	1.18	CDHR1
chr8	144509070	144511213	2144	+	ENSG00000167700.9	MFSD3	MFSD3	-0.275	3.6	4.03	0.0662	0.27	1.18	MFSD3
chr12	108589851	108598320	8470	-	ENSG00000183160.9	TMEM119	TMEM119	0.576	0.722	4.03	0.0662	0.27	1.18	TMEM119
chr12	112026689	112108796	82108	-	ENSG00000111300.10	NAA25	NAA25	0.235	5.43	4.03	0.0664	0.27	1.18	NAA25
chr6	31727038	31730617	3580	-	ENSG00000213722.10	DDAH2	DDAH2	-0.249	4.74	4.02	0.0665	0.271	1.18	DDAH2
chr6	70412941	70561174	148234	+	ENSG00000082269.17	FAM135A	FAM135A	0.472	7.12	4.02	0.0666	0.271	1.18	FAM135A
chr14	39175183	39183220	8038	+	ENSG00000100941.9	PNN	PNN	-0.454	7.23	4.02	0.0666	0.271	1.18	PNN
chr6	36965807	36986298	20492	-	ENSG00000137409.21	MTCH1	MTCH1	-0.237	7.5	4.02	0.0666	0.271	1.18	MTCH1
chr9	112988129	113012192	24064	-	ENSG00000228623.9	ZNF883	ZNF883	0.322	4.54	4.02	0.0666	0.271	1.18	ZNF883
chr2	53852912	53859967	7056	-	ENSG00000119737.6	GPR75	GPR75	-0.584	1.33	4.02	0.0667	0.271	1.18	GPR75
chr2	218672069	218702716	30648	+	ENSG00000163482.12	STK36	STK36	-0.264	5.46	4.02	0.0667	0.271	1.18	STK36
chr7	94656325	94669695	13371	+	ENSG00000242265.6	PEG10	PEG10	1.77	1.45	4.02	0.0667	0.271	1.18	PEG10
chr20	38926312	38953106	26795	+	ENSG00000101447.15	FAM83D	FAM83D	0.587	2.89	4.01	0.0668	0.271	1.18	FAM83D
chr12	13083532	13103683	20152	-	ENSG00000111305.19	GSG1	GSG1	-0.931	-0.873	4.01	0.0668	0.271	1.18	GSG1
chr6	99397629	99425331	27703	-	ENSG00000132424.17	PNISR	PNISR	-0.34	7.69	4.01	0.0668	0.271	1.17	PNISR
chr10	93566665	93604480	37816	+	ENSG00000186188.11	FFAR4	FFAR4	-0.249	5.84	4.01	0.0668	0.271	1.18	FFAR4
chr7	87401696	87480435	78740	-	ENSG00000005471.19	ABCB4	ABCB4	-0.237	3.16	4.01	0.0669	0.271	1.17	ABCB4
chr12	6493356	6531955	38600	+	ENSG00000010292.13	NCAPD2	NCAPD2	0.536	7.19	4.01	0.0669	0.271	1.17	NCAPD2
chr17	43006740	43014456	7717	+	ENSG00000068079.8	IFI35	IFI35	0.21	4.4	4.01	0.0669	0.271	1.17	IFI35
chr10	89327307	89377473	50167	+	ENSG00000119917.15	IFIT3	IFIT3	-0.946	3.54	4.01	0.0669	0.271	1.17	IFIT3
chr11	66345374	66347629	2256	-	ENSG00000174684.7	B4GAT1	B4GAT1	-0.408	3.33	4.01	0.0669	0.271	1.17	B4GAT1
chr22	41833079	41907307	74229	+	ENSG00000198911.12	SREBF2	SREBF2	0.551	8.07	4.01	0.0669	0.271	1.17	SREBF2
chr4	40056797	40158252	101456	+	ENSG00000078177.15	N4BP2	N4BP2	0.381	6.13	4.01	0.067	0.271	1.17	N4BP2
chr2	58159243	58241410	82168	-	ENSG00000115392.13	FANCL	FANCL	0.375	3.37	4.01	0.067	0.271	1.17	FANCL
chr16	57471922	57487327	15406	-	ENSG00000125170.11	DOK4	DOK4	0.5	1.95	4.01	0.067	0.271	1.17	DOK4
chr12	14942031	14961728	19698	-	ENSG00000111348.9	ARHGDIB	ARHGDIB	0.178	9.03	4	0.0671	0.271	1.17	ARHGDIB
chr3	158732198	158829719	97522	+	ENSG00000118855.21	MFSD1	MFSD1	-0.385	8.44	4	0.0671	0.271	1.17	MFSD1
chr3	39263495	39281735	18241	-	ENSG00000168329.14	CX3CR1	CX3CR1	0.477	10.5	4	0.0671	0.271	1.17	CX3CR1
chr5	61157704	61162468	4765	-	ENSG00000188725.8	SMIM15	SMIM15	-0.353	5.78	4	0.0671	0.271	1.17	SMIM15
chr5	154941073	154969411	28339	+	ENSG00000082515.18	MRPL22	MRPL22	0.307	3.37	4	0.0673	0.272	1.17	MRPL22
chrX	103309346	103311007	1662	-	ENSG00000133134.12	BEX2	BEX2	0.406	1.72	4	0.0673	0.272	1.17	BEX2
chr12	133130575	133159465	28891	+	ENSG00000256223.6	ZNF10	ZNF10	-0.545	2.9	4	0.0673	0.272	1.17	ZNF10
chr12	89588049	89709366	121318	-	ENSG00000070961.17	ATP2B1	ATP2B1	-0.315	6.43	3.99	0.0675	0.272	1.17	ATP2B1
chr14	75633625	75955079	321455	+	ENSG00000119685.20	TTLL5	TTLL5	0.271	4.69	3.99	0.0675	0.272	1.17	TTLL5
chr12	43835967	44389762	553796	+	ENSG00000139173.10	TMEM117	TMEM117	-0.322	2.86	3.99	0.0675	0.272	1.17	TMEM117
chr2	120013077	120179119	166043	+	ENSG00000115109.14	EPB41L5	EPB41L5	0.473	2.31	3.99	0.0676	0.272	1.17	EPB41L5
chr12	25004342	25108335	103994	+	ENSG00000118308.16	IRAG2	IRAG2	0.247	6.22	3.99	0.0676	0.272	1.17	IRAG2
chr6	3268962	3457050	188089	-	ENSG00000137266.15	SLC22A23	SLC22A23	-0.65	3.37	3.99	0.0676	0.272	1.17	SLC22A23
chr17	1646145	1649866	3722	-	ENSG00000167705.12	RILP	RILP	-0.283	3.25	3.99	0.0676	0.272	1.17	RILP
chr4	13568738	13627725	58988	-	ENSG00000038219.13	BOD1L1	BOD1L1	0.324	7.27	3.98	0.0677	0.272	1.17	BOD1L1
chr1	8861000	8879190	18191	-	ENSG00000074800.16	ENO1	ENO1	0.209	9.45	3.98	0.0677	0.272	1.17	ENO1
chr15	90930180	90954093	23914	+	ENSG00000140553.18	UNC45A	UNC45A	-0.209	5.69	3.98	0.0677	0.272	1.17	UNC45A
chr19	41262496	41307787	45292	+	ENSG00000105323.18	HNRNPUL1	HNRNPUL1	0.23	8.5	3.98	0.0678	0.273	1.17	HNRNPUL1
chr1	160215715	160262549	46835	-	ENSG00000132716.19	DCAF8	DCAF8	-0.252	6.98	3.98	0.0678	0.273	1.17	DCAF8
chr11	8682788	8714759	31972	+	ENSG00000166441.13	RPL27A	RPL27A	-0.229	9.42	3.98	0.0678	0.273	1.17	RPL27A
chr16	68020916	68023232	2317	-	ENSG00000182810.7	DDX28	DDX28	-0.293	4.07	3.98	0.0678	0.273	1.17	DDX28
chr10	100969458	100987515	18058	-	ENSG00000055950.17	MRPL43	MRPL43	-0.208	4.77	3.98	0.0679	0.273	1.17	MRPL43
chr6	89433152	89633834	200683	+	ENSG00000135299.17	ANKRD6	ANKRD6	-0.676	3.67	3.97	0.0681	0.273	1.17	ANKRD6
chr15	45479606	45522755	43150	-	ENSG00000104154.7	SLC30A4	SLC30A4	0.492	4.97	3.97	0.0682	0.274	1.17	SLC30A4
chr19	54448887	54462016	13130	+	ENSG00000167615.17	LENG8	LENG8	-0.239	8.61	3.97	0.0682	0.274	1.17	LENG8
chr17	40140318	40172171	31854	+	ENSG00000108349.17	CASC3	CASC3	0.228	6.58	3.96	0.0684	0.274	1.17	CASC3
chr9	96313444	96383711	70268	-	ENSG00000130958.13	SLC35D2	SLC35D2	-0.256	4.97	3.96	0.0684	0.274	1.16	SLC35D2
chr12	47075707	47079959	4253	-	ENSG00000139211.7	AMIGO2	AMIGO2	-0.439	1.91	3.96	0.0684	0.274	1.17	AMIGO2
chr1	228139962	228148984	9023	+	ENSG00000143774.18	GUK1	GUK1	-0.219	5.5	3.96	0.0684	0.274	1.17	GUK1
chr10	74824927	75032624	207698	+	ENSG00000156650.14	KAT6B	KAT6B	0.281	5.77	3.96	0.0684	0.274	1.16	KAT6B
chr19	3185563	3209575	24013	+	ENSG00000125912.11	NCLN	NCLN	0.264	5.11	3.96	0.0685	0.274	1.16	NCLN
chr1	145891208	145910111	18904	-	ENSG00000143127.13	ITGA10	ITGA10	0.654	0.873	3.96	0.0685	0.274	1.16	ITGA10
chr9	113386312	113401290	14979	-	ENSG00000148218.16	ALAD	ALAD	-0.211	5.85	3.96	0.0685	0.274	1.16	ALAD
chr14	93202894	93207065	4172	-	ENSG00000170270.5	GON7	GON7	-0.29	3.64	3.96	0.0685	0.274	1.16	GON7
chr12	79773563	79935460	161898	-	ENSG00000058272.19	PPP1R12A	PPP1R12A	0.405	6.96	3.95	0.0686	0.274	1.16	PPP1R12A
chr14	55148112	55191608	43497	-	ENSG00000126787.13	DLGAP5	DLGAP5	0.741	4.25	3.95	0.0686	0.274	1.16	DLGAP5
chr3	57755450	57930003	174554	+	ENSG00000163681.17	SLMAP	SLMAP	0.363	5.79	3.95	0.0686	0.274	1.16	SLMAP
chr19	1065923	1086628	20706	+	ENSG00000180448.11	ARHGAP45	ARHGAP45	0.297	8.3	3.95	0.0686	0.274	1.16	ARHGAP45
chr9	114784652	114806039	21388	-	ENSG00000181634.8	TNFSF15	TNFSF15	-0.648	4.52	3.95	0.0686	0.274	1.16	TNFSF15
chr16	2209253	2210905	1653	-	ENSG00000182685.8	BRICD5	BRICD5	0.575	1.8	3.95	0.0686	0.274	1.16	BRICD5
chr1	77562416	77683419	121004	-	ENSG00000036549.13	ZZZ3	ZZZ3	-0.226	5.87	3.95	0.0687	0.274	1.16	ZZZ3
chr8	41929479	42051994	122516	-	ENSG00000083168.11	KAT6A	KAT6A	0.314	6.85	3.95	0.0687	0.274	1.16	KAT6A
chr3	101724534	101770562	46029	+	ENSG00000182504.12	CEP97	CEP97	0.419	3.59	3.95	0.0687	0.274	1.16	CEP97
chr6	79631329	79703655	72327	+	ENSG00000198478.8	SH3BGRL2	SH3BGRL2	-1.73	-1.23	3.95	0.0687	0.274	1.16	SH3BGRL2
chr19	14091688	14118084	26397	-	ENSG00000072062.16	PRKACA	PRKACA	0.284	7.2	3.95	0.0688	0.274	1.16	PRKACA
chr6	142301854	142446266	144413	+	ENSG00000112414.15	ADGRG6	ADGRG6	-0.64	3.23	3.95	0.0688	0.274	1.16	ADGRG6
chr5	176346062	176361807	15746	-	ENSG00000122203.15	KIAA1191	KIAA1191	-0.284	6.24	3.95	0.0688	0.274	1.16	KIAA1191
chr15	83112738	83207823	95086	-	ENSG00000166503.9	HDGFL3	HDGFL3	0.855	2.67	3.95	0.0688	0.274	1.16	HDGFL3
chr2	130073535	130129222	55688	-	ENSG00000196604.13	POTEF	POTEF	0.579	4.11	3.95	0.0688	0.274	1.16	POTEF
chr6	31494881	31511124	16244	+	ENSG00000204516.10	MICB	MICB	0.302	5.35	3.95	0.0688	0.274	1.16	MICB
chr1	45550543	45570049	19507	+	ENSG00000117448.14	AKR1A1	AKR1A1	-0.465	7.45	3.94	0.0689	0.274	1.16	AKR1A1
chr12	105173297	105236203	62907	-	ENSG00000136044.12	APPL2	APPL2	-0.412	6.58	3.95	0.0689	0.274	1.16	APPL2
chr1	32651142	32686211	35070	+	ENSG00000162521.19	RBBP4	RBBP4	0.184	7.42	3.94	0.0689	0.274	1.16	RBBP4
chr7	116953238	117230176	276939	+	ENSG00000004866.22	ST7	ST7	-0.286	4.73	3.94	0.0692	0.275	1.16	ST7
chr13	72752169	72782096	29928	-	ENSG00000083520.15	DIS3	DIS3	0.18	5.71	3.93	0.0692	0.275	1.16	DIS3
chr12	119685791	119877320	191530	-	ENSG00000122966.17	CIT	CIT	0.852	5.31	3.93	0.0692	0.275	1.16	CIT
chr17	29390363	29551903	161541	+	ENSG00000160551.12	TAOK1	TAOK1	0.372	7.6	3.94	0.0692	0.275	1.16	TAOK1
chr15	51938025	51971778	33754	-	ENSG00000166477.13	LEO1	LEO1	0.244	4.48	3.94	0.0692	0.275	1.16	LEO1
chr1	231363797	231528603	164807	-	ENSG00000287856.1	NA	NA	0.669	2.25	3.93	0.0692	0.275	1.16	ENSG00000287856.1
chr19	39830482	39831956	1475	-	ENSG00000291312.1	NA	NA	2.95	-1.44	3.93	0.0693	0.275	1.16	ENSG00000291312.1
chrX	70290104	70420886	130783	+	ENSG00000090889.12	KIF4A	KIF4A	0.879	4.28	3.92	0.0695	0.276	1.16	KIF4A
chr12	111753890	111791418	37529	+	ENSG00000257767.3	NA	NA	-0.695	4.65	3.92	0.0696	0.276	1.16	ENSG00000257767.3
chr17	57255851	57684689	428839	+	ENSG00000153944.12	MSI2	MSI2	0.292	5.57	3.92	0.0697	0.277	1.16	MSI2
chrX	155197007	155239841	42835	+	ENSG00000155959.12	VBP1	VBP1	0.284	4.62	3.92	0.0697	0.277	1.16	VBP1
chr16	4510669	4538828	28160	-	ENSG00000089486.17	CDIP1	CDIP1	0.267	5.77	3.92	0.0698	0.277	1.16	CDIP1
chr9	137618992	137870016	251025	+	ENSG00000181090.21	EHMT1	EHMT1	0.241	6.56	3.92	0.0698	0.277	1.16	EHMT1
chr17	38733898	38749817	15920	-	ENSG00000277258.5	PCGF2	PCGF2	0.964	3.94	3.91	0.0698	0.277	1.16	PCGF2
chr3	132317369	132368302	50934	+	ENSG00000014257.17	ACP3	ACP3	0.334	5.01	3.91	0.0699	0.277	1.16	ACP3
chr16	19523811	19553408	29598	+	ENSG00000103540.17	CCP110	CCP110	0.504	5.02	3.91	0.0699	0.277	1.16	CCP110
chr22	19783223	19854939	71717	-	ENSG00000185838.14	GNB1L	GNB1L	-0.516	2.08	3.91	0.0699	0.277	1.16	GNB1L
chr14	23298790	23311751	12962	+	ENSG00000129473.11	BCL2L2	BCL2L2	-0.411	5.36	3.9	0.0701	0.277	1.15	BCL2L2
chr3	51385291	51389397	4107	+	ENSG00000145050.19	MANF	MANF	0.27	5.03	3.91	0.0701	0.277	1.15	MANF
chr3	52836219	52897548	61330	-	ENSG00000213533.13	STIMATE	STIMATE	0.28	5.75	3.91	0.0701	0.277	1.15	STIMATE
chr19	8580240	8610735	30496	-	ENSG00000142303.14	ADAMTS10	ADAMTS10	0.356	5.67	3.9	0.0702	0.278	1.15	ADAMTS10
chr7	44577894	44582287	4394	-	ENSG00000158604.15	TMED4	TMED4	-0.242	6.07	3.9	0.0702	0.278	1.15	TMED4
chr11	34105617	34147670	42054	+	ENSG00000135372.10	NAT10	NAT10	0.32	5.65	3.9	0.0703	0.278	1.15	NAT10
